Top pages,Clicks,Impressions,CTR,Position
https://nationalactionnetwork.net/coronavirus-news/page/2/,1,16,6.25%,10.06
https://nationalactionnetwork.net/newnews/al-sharpton-basks-in-praise-at-his-conference/,1,16,6.25%,25.75
https://nationalactionnetwork.net/newnews/trayvon-martin-crowd-presses-city-council-members-to-say-they-believe-zimmerman-should-be-arrested/,1,16,6.25%,39.38
https://nationalactionnetwork.net/newnews/a-call-to-do-justice/,1,15,6.67%,7
https://nationalactionnetwork.net/press../page/44/,1,15,6.67%,16.73
https://nationalactionnetwork.net/the-march-january-12th-2016-washington-dc/partners/,1,15,6.67%,16.87
https://nationalactionnetwork.net/mom/videos/,1,15,6.67%,21.93
https://nationalactionnetwork.net/rev/arizona-injustice/,1,15,6.67%,41.4
https://nationalactionnetwork.net/press/national-action-networks-atlanta-chapter-to-celebrate-5th-anniversary-by-honoring-living-legends-of-the-civil-rights-movement/,1,15,6.67%,47.4
https://nationalactionnetwork.net/press/statement-by-reverend-al-sharpton-regarding-rick-perry/,1,14,7.14%,14.07
https://nationalactionnetwork.net/media-/page/2/,1,14,7.14%,15.43
https://nationalactionnetwork.net/press/congressman-clyburn-to-recognize-national-voter-registration-day-by-hosting-a-columbia-voter-engagement-protection-community-forum/,1,14,7.14%,39.21
https://nationalactionnetwork.net/newnews/nashville-tennessee-chapter-2/,1,13,7.69%,5.62
https://nationalactionnetwork.net/chapternews/page/8/,1,13,7.69%,6.92
https://nationalactionnetwork.net/newnews/after-paterson-squabble-we-need-an-adult-talk-about-race/,1,12,8.33%,11.33
https://nationalactionnetwork.net/press/rev-al-sharpton-has-announced-co-chairs-for-nan-august-27th-march-on-washington/,1,12,8.33%,23.17
https://nationalactionnetwork.net/newnews/statement-by-reverend-sharpton-nan-on-the-acquittal-of-kyle-rittenhouse/,1,12,8.33%,25.83
https://nationalactionnetwork.net/chapternews/page/10/,1,12,8.33%,26
https://nationalactionnetwork.net/newnews/testimony-before-the-new-york-city-council-committee-on-general-welfare-regarding-the-expansion-of-benefits-to-poor-people-with-hiv/,1,12,8.33%,40.92
https://nationalactionnetwork.net/mom/videos/page/47/,1,11,9.09%,6.18
https://nationalactionnetwork.net/press/black-leaders-denounce-the-nypd-for-spying-on-national-action-network-rev-al-sharpton-as-nan-contemplates-a-lawsuit-against-the-nypd/,1,11,9.09%,9.09
https://nationalactionnetwork.net/media/photos/nggallery/king-day/martin-luther-king-day-rally-at-hoj-1-15-09,1,11,9.09%,26.18
https://nationalactionnetwork.net/new/events/peaceful-rally-march-in-inaugural-remembrance-of-george-floyd/,1,11,9.09%,31.55
https://nationalactionnetwork.net/new/events/nan-youth-huddle-2-2020-11-09/,1,10,10%,10.7
https://nationalactionnetwork.net/newnews/tune-into-nans-legal-night-livestream/,1,10,10%,13.5
https://nationalactionnetwork.net/newnews/black-civil-rights-leaders-to-convene-cross-racial-cultural-and-generational-march-on-washington-this-august/,1,10,10%,13.7
https://nationalactionnetwork.net/newnews/national-action-network-south-jersey-chapter-presents-dr-martin-luther-king-jr-interview-on-meet-the-press/,1,9,11.11%,6.56
https://nationalactionnetwork.net/rev/power-sex-abuse-rev-al-sharpton-discusses-the-accusation-of-sexual-coersion-against-bishop-eddie-long-and-homophobia-in-the-black-community/,1,8,12.5%,5.88
https://nationalactionnetwork.net/featured/redeveloping-our-schools/,1,8,12.5%,12.75
https://nationalactionnetwork.net/press../page/38/,1,8,12.5%,15.62
https://nationalactionnetwork.net/newnews/national-action-network-las-vegas-mlk-meeting/,1,8,12.5%,42.38
https://nationalactionnetwork.net/chapter/nan-queens-chapter-free-legal-night-every-first-saturday-of-the-month/,1,7,14.29%,6
https://nationalactionnetwork.net/rev/from-wall-street-to-washington-we-march-for-jobs-justice/,1,7,14.29%,12.86
https://nationalactionnetwork.net/mom/videos/page/205/,1,7,14.29%,21.29
https://nationalactionnetwork.net/featured/national-action-network-nan-to-donate-supplies-to-the-nypd-to-deliver-to-those-impacted-by-hurricane-sandy/,1,7,14.29%,29.14
https://nationalactionnetwork.net/chapter/national-action-network-los-angeles-watts-chapter-presents-community-town-hall-with-rev-al-sharpton/,1,7,14.29%,30.29
https://nationalactionnetwork.net/press/the-madison-avenue-initiative-mai-a-division-of-the-national-action-network-has-announced-a-series-of-new-programs-designed-to-create-more-diversity-in-corporate-and-government-public-service-marketin/,1,7,14.29%,33.86
https://nationalactionnetwork.net/newnews/national-action-network-las-vegas-monthly-meeting/,1,7,14.29%,41.86
https://nationalactionnetwork.net/newnews/al-sharpton-talks-weight-loss-hair-care/,1,6,16.67%,7.17
http://nationalactionnetwork.net/wp-content/uploads/2018/07/sponsors.pdf,1,6,16.67%,11
https://nationalactionnetwork.net/rev/attacks-on-obama/,1,6,16.67%,27.67
https://nationalactionnetwork.net/featured/rev-sharpton-honored-by-the-uncf-with-the-shirley-chisholm-award/,1,6,16.67%,45.33
https://nationalactionnetwork.net/featured/rev-al-sharptons-statement-on-the-north-carolina-appeals-court-striking-down-restrictive-and-discriminatory-voter-id-laws/,1,3,33.33%,2.67
https://nationalactionnetwork.net/newnews/rev-al-sharpton-urges-nba-commish-david-stern-black-leaders-to-be-strict-with-gilbert-arenas/,1,3,33.33%,3
https://nationalactionnetwork.net/videos/page/78/,1,3,33.33%,5.33
https://nationalactionnetwork.net/newnews/nans-georgia-chapter-to-provide-poll-chaplains-to-monitor-hundreds-of-polling-sites-on-january-5th-election-day/,1,3,33.33%,6.33
https://nationalactionnetwork.net/nan-saturday-action-rally/page/2/,1,2,50%,1
https://nationalactionnetwork.net/featured/rev-al-sharptons-statement-on-the-shooting-of-police-officers-in-baton-rouge/,1,2,50%,2
https://nationalactionnetwork.net/press/rev-al-sharpton-national-action-network-nan-to-launch-the-nan-technology-academy-in-harlem-monday-to-provide-free-training-to-community-members/,1,2,50%,5.5
https://nationalactionnetwork.net/news/over-the-years/page/4/,1,2,50%,7
https://nationalactionnetwork.net/press.../page/4/,1,2,50%,7
https://nationalactionnetwork.net/featured/the-baton-rouge-advocate-july-7-2016/,1,1,100%,1
https://nationalactionnetwork.net/press/press-conference-to-announce-push-for-national-gun-violence-awareness-initiative-monday-10am/,1,1,100%,2
https://nationalactionnetwork.net/wp-content/uploads/2024/01/National-Action-Network-Women-Leaders_.pdf,1,1,100%,3
https://nationalactionnetwork.net/media/photos/nggallery/nan-education-summit-2014/nan-education-summit-day-1/page/3,1,1,100%,4
https://nationalactionnetwork.net/newnews/rev-al-shartpon-with-valerie-biden-owens-the-presidents-sister/,0,1407,0%,1.85
https://nationalactionnetwork.net/newnews/nycs-first-lady-chirlane-mccray-to-speak-at-nan-for-womens-history-month/,0,1177,0%,4.47
https://nationalactionnetwork.net/newnews/nan-newark-tech-world-to-provide-meals-for-those-in-need-of-support/,0,1145,0%,59.16
https://nationalactionnetwork.net/nan-celebrates-black-history-honoring-bishop-victor-t-curry/,0,1093,0%,6.42
https://nationalactionnetwork.net/nan-celebrates-living-black-history-honoring-rachel-noerdlinger/,0,807,0%,4.78
https://nationalactionnetwork.net/nan-celebrates-living-black-history-honoring-george-faison/,0,733,0%,6.44
https://nationalactionnetwork.net/newnews/2019-national-convention-agenda/,0,654,0%,36.77
https://nationalactionnetwork.net/newnews/rev-al-sharpton-to-receive-the-grios-justice-icon-award-at-nationally-televised-ceremony-this-saturday/,0,634,0%,52.87
https://nationalactionnetwork.net/newnews/presidential-candidate-and-senator-kamala-harris-calls-into-keepin-it-real-with-al-sharpton/,0,607,0%,5.89
https://nationalactionnetwork.net/newnews/rev-al-sharpton-nan-continue-to-pray-for-rev-jesse-jackson-his-wife-jacqueline/,0,543,0%,15.13
https://nationalactionnetwork.net/newnews/70914/,0,456,0%,12.83
https://nationalactionnetwork.net/ruby/,0,456,0%,24.33
https://nationalactionnetwork.net/category/politics-nation/,0,435,0%,31.5
https://nationalactionnetwork.net/newnews/national-action-network-climbing-out-of-debt/,0,413,0%,44.31
https://nationalactionnetwork.net/newnews/dodgers-co-owner-earvin-magic-johnson-la-mayor-karen-bass-rep-barbara-lee-and-samuel-l-and-latanya-richardson-jackson-added-to-star-studded-line-up-honoring-70th-birthday-o/,0,407,0%,37.97
https://nationalactionnetwork.net/chapter/nan-across-america-9-2-11/,0,390,0%,35.05
https://nationalactionnetwork.net/newnews/rev-al-sharpton-statement-on-the-passing-of-dexter-king/,0,373,0%,13.4
https://nationalactionnetwork.net/newnews/loudmouth-theaters-double-overnight-to-nearly-120-as-excitement-for-rev-sharpton-documentary-grows/,0,373,0%,42.07
https://nationalactionnetwork.net/newnews/happy-69th-birthday-to-our-president-founder-rev-al-sharpton/,0,348,0%,15.68
https://nationalactionnetwork.net/nan-celebrates-living-black-history-honoring-sojourner-truth/,0,334,0%,12.59
https://nationalactionnetwork.net/newnews/guest-michael-jackson-funeral-touching-emotional/,0,332,0%,42.68
https://nationalactionnetwork.net/newnews/icymi-civil-rights-leaders-commemorate-anniversary-of-voting-rights-act/,0,330,0%,12.64
https://nationalactionnetwork.net/uncategorized/tonight-trymaine-lee-and-charles-coleman-jr-host-a-new-msnbc-special-black-men-in-america-the-road-to-2024-focused-on-the-intersection-of-society-race-and-culture-through-the-e/,0,313,0%,33.85
https://nationalactionnetwork.net/rev-sharptons-65-birthday/,0,295,0%,20.71
https://nationalactionnetwork.net/newnews/loadmouth-in-theaters-december-9th/,0,293,0%,58.39
https://nationalactionnetwork.net/newnews/nan-honors-dr-carlos-e-russell-black-solidarity-day/,0,292,0%,6.57
https://nationalactionnetwork.net/nan-convention-2012/schedule/,0,292,0%,28.84
https://nationalactionnetwork.net/newnews/congratulations-to-nans-chattanooga-tn-chapter-on-your-new-office-space/,0,267,0%,56.32
https://nationalactionnetwork.net/uncategorized/ashley-sharpton-attachments-527-pm-1-hour-ago-to-me-a-page-six-feature-on-my-70th-birthday-celebrations-in-la-and-nyc-grateful-to-the-sponsors-my-supporters-friends-movement-family/,0,259,0%,12.63
https://nationalactionnetwork.net/nan-celebrates-living-black-history-honoring-holly-mitchell/,0,254,0%,28.2
https://nationalactionnetwork.net/chapternews/page/2/,0,243,0%,16.88
https://nationalactionnetwork.net/wp-content/uploads/2019/03/NAN-CONVENTION-SCHEDULE.pdf,0,239,0%,24.83
https://nationalactionnetwork.net/voter-engagement-tour/,0,236,0%,30.62
https://nationalactionnetwork.net/find-a-ppp-lender-using-these-african-american-controlled-banks/,0,235,0%,38.46
https://nationalactionnetwork.net/march-police/bus-registration/,0,235,0%,43.5
https://nationalactionnetwork.net/newnews/this-sunday-rev-al-sharpton-speaks-truth-to-power/,0,230,0%,4.33
https://nationalactionnetwork.net/newnews/rev-sharpton-attorney-ben-crump-to-hold-press-conference-to-make-major-announcements-regarding-the-george-floyd-daunte-wright-cases/,0,226,0%,20.37
https://nationalactionnetwork.net/from-the-emancipator-to-the-liberator-bus-locations/,0,225,0%,47.98
https://nationalactionnetwork.net/newnews/national-action-network-nan-sacramento-participates-in-the-medgar-evers-gotv-2024-election-rally/,0,223,0%,30.88
https://nationalactionnetwork.net/featured/rev-sharpton-attends-the-funeral-of-rev-jesse-jacksons-mother-helen-burns-jackson/,0,222,0%,12.25
https://nationalactionnetwork.net/newnews/nine-biden-cabinet-members-entertainers-tyler-perry-and-kerry-washington-magic-johnson-and-business-leader-robert-smith-headline-2023-nan-convention/,0,222,0%,35.09
https://nationalactionnetwork.net/locations/cleveland-beachwood-embassy-suites-by-hilton/,0,222,0%,45.58
https://nationalactionnetwork.net/featured/rev-al-sharpton-to-receive-distinguished-james-joyce-award-in-dublin-ireland-for-lifetime-achievements-in-civil-rights/,0,219,0%,14.65
https://nationalactionnetwork.net/how-to-apply-for-the-paycheck-protection-program-a-step-by-step-guide/,0,218,0%,41.59
http://nationalactionnetwork.net/wp-content/uploads/2014/11/HANDS-UP-JUSTICE-RALLY-FLIER1.pdf,0,212,0%,10.04
https://nationalactionnetwork.net/chapter/rev-al-speaks-at-canaan-christian-church-in-louisville-ky/,0,189,0%,43.13
https://nationalactionnetwork.net/newnews/civil-rights-leader-rev-al-sharpton-to-call-for-clergy-to-register-educate-1-4-million-former-prisoners-at-conference-of-national-black-churches-annual-consultation-in-florida/,0,188,0%,16.16
https://nationalactionnetwork.net/newnews/new-york-supreme-court-judge-nixes-release-of-eric-garner-grand-jury-evidence/,0,184,0%,60.83
https://nationalactionnetwork.net/wewillnotgoback/,0,183,0%,11.05
https://nationalactionnetwork.net/newnews/rev-al-sharpton-statement-on-resignation-of-harvard-president-claudine-gay/,0,181,0%,38.71
https://nationalactionnetwork.net/newnews/rev-sharpton-receives-birthday-tributes-from-nancy-pelosi-cory-booker-common-keke-palmer-others-on-his-66th-birthday/,0,181,0%,42.98
https://nationalactionnetwork.net/featured/national-action-network-recognizes-lgbt-history-month-and-national-coming-out-day-by-announcing-the-creation-of-nans-lgbtq-alliance/,0,179,0%,10.41
https://nationalactionnetwork.net/voter-engagement-tour/press-releases/,0,179,0%,32.53
https://nationalactionnetwork.net/hha/,0,174,0%,9.47
https://nationalactionnetwork.net/newnews/rev-al-sharpton-responds-to-guilty-plea-by-memphis-police-officer-for-murder-of-tyre-nichols/,0,171,0%,34.09
https://nationalactionnetwork.net/newnews/this-saturday-at-the-hoj-malcolm-xs-daughter-and-student-denied-malcolm-x-sweater/,0,165,0%,43.32
https://nationalactionnetwork.net/king-day-2021/,0,164,0%,22.16
https://nationalactionnetwork.net/newnews/critically-acclaimed-rev-al-sharpton-documentary-loudmouth-available-for-rent-or-download-on-amazon-apple-this-friday/,0,164,0%,25.32
https://nationalactionnetwork.net/featured/dr-martin-luther-king-jr-day-breakfast-2018-2/,0,161,0%,77.71
https://nationalactionnetwork.net/newnews/rev-sharpton-recalls-march-on-washington-and-the-excellent-contributions-of-chadwick-boseman-to-black-culture/,0,160,0%,67.99
https://nationalactionnetwork.net/newnews/rev-al-sharpton-nan-announce-strict-covid-19-rules-for-august-28th-get-your-knee-off-our-necks-march-citing-racial-climate-as-the-urgent-need-to-still-mobilize/,0,151,0%,17.69
https://nationalactionnetwork.net/otc2015/,0,150,0%,10.47
https://nationalactionnetwork.net/newnews/rev-sharpton-to-host-senator-kirsten-gillibrand-mayor-bill-de-blasio-attorney-general-letitia-james-assembly-speaker-carl-heastie-city-council-speaker-corey-johnson-for-annual-mlk-day-celebrati/,0,150,0%,73.94
https://nationalactionnetwork.net/news/page/2/,0,149,0%,8.9
https://nationalactionnetwork.net/newnews/al-sharpton-credits-100-pound-weight-loss-to-vegetarian-diet-2/,0,143,0%,33.8
https://nationalactionnetwork.net/register-to-vote-in-2018/,0,138,0%,6.89
https://nationalactionnetwork.net/newnews/the-stave-of-our-mayor-pro-tem-dianne-williams-cox-black-history/,0,136,0%,20.35
https://nationalactionnetwork.net/privacy-policy/,0,135,0%,13.19
https://nationalactionnetwork.net/nan-kicks-off-black-history-month-honoring-jennifer-jones-austin/,0,135,0%,55.47
https://nationalactionnetwork.net/newnews/natl-day-of-outrage-locations-and-contact-info/,0,135,0%,97.79
https://nationalactionnetwork.net/featured/happy-birthday-to-the-president-and-founder-of-national-action-network-rev-al-sharpton/,0,134,0%,9.04
https://nationalactionnetwork.net/newnews/rev-sharpton-nan-connect-magic-johnson-and-lending-provides-100-in-funding-towards/,0,134,0%,40.77
https://nationalactionnetwork.net/featured/words-matter-facts-matter-and-so-does-leadership-michael-hardy-in-new-york-law-journal/,0,134,0%,41.84
https://nationalactionnetwork.net/newnews/rev-al-sharpton-and-u-s-senator-kamala-d-harris-to-meet-for-lunch-thursday-at-historic-sylvias-restaurant-in-harlem/,0,131,0%,10.7
https://nationalactionnetwork.net/newnews/rev-al-sharpton-welcomes-vice-president-kamala-harris-during-surprise-appearance-at-nans-mlk-birthday-breakfast-as-civil-rights-leader-delivers-powerful-call-to-action-to-protect-dei/,0,130,0%,23.92
https://nationalactionnetwork.net/newnews/nan-releases-2018-convention-schedule/,0,129,0%,16.78
https://nationalactionnetwork.net/newnews/rev-al-sharpton-blasts-rachel-dolezals-parents-for-her-scandal/,0,129,0%,43.6
https://nationalactionnetwork.net/rev/oscars-2010/,0,125,0%,50.61
https://nationalactionnetwork.net/newnews/statement-by-rev-al-sharpton-regarding-the-detective-in-sean-bell-shooting-being-found-guilty-of-violating-nypd-guidelines/,0,125,0%,52.68
https://nationalactionnetwork.net/press/page/46/,0,124,0%,24.99
https://nationalactionnetwork.net/convention-2014-ticketed/,0,123,0%,8.91
https://nationalactionnetwork.net/newnews/rev-al-sharpton-responds-to-verdict-for-donald-trump-as-former-president-is-convicted-in-manhattan-court/,0,123,0%,13.39
https://nationalactionnetwork.net/uncategorized/rev-al-sharpton-issues-warning-that-democracy-in-united-states-under-seige-as-donald-trump-set-to-reclaim-presidency/,0,123,0%,18.83
https://nationalactionnetwork.net/newnews/tomorrow-rev-al-sharpton-to-hold-first-saturday-action-rally-at-nan-house-of-justice-since-donald-trumps-re-election/,0,121,0%,20.31
https://nationalactionnetwork.net/newnews/1-30-is-the-18th-anniversary-of-keeping-it-real-w-al-sharpton-rev-al-sharptons-5-days-a-week-3-hours-a-day-syndicated-radio-talk-and-dial-in-show/,0,121,0%,27.91
https://nationalactionnetwork.net/newnews/rev-al-sharpton-set-to-receive-congressional-black-caucus-foundation-award-as-nan-announces-annual-action-authority-reception-and-honorees/,0,117,0%,21.66
https://nationalactionnetwork.net/featured/rev-sharpton-keynotes-jackie-robinson-contract-signing-anniversary/,0,116,0%,72.21
https://nationalactionnetwork.net/newnews/rev-al-sharpton-from-selma-alabama-3-3-with-vice-president-harris/,0,115,0%,9.97
https://nationalactionnetwork.net/newnews/rev-sharpton-commends-cuomo-for-raising-the-bar-with-sweeping-police-reforms/,0,113,0%,13.46
https://nationalactionnetwork.net/newnews/nan-stands-with-teacher-told-she-could-not-teach-black-history/,0,113,0%,14.88
https://nationalactionnetwork.net/newnews/rodney-king-remembered-at-funeral-as-forgiving-man/,0,108,0%,11.49
https://nationalactionnetwork.net/locations/bishop-harrison-diocesan-center/,0,108,0%,17.12
https://nationalactionnetwork.net/chapter/nan-philly-honors-amanda-gorman-for-black-history-month/,0,108,0%,39.3
https://nationalactionnetwork.net/march-police/,0,106,0%,18.89
https://nationalactionnetwork.net/newnews/tonight-rev-al-sharpton-to-address-media-for-first-time-in-nyc-since-donald-trumps-re-election/,0,106,0%,19.76
https://nationalactionnetwork.net/rejected-stone/,0,106,0%,20.46
https://nationalactionnetwork.net/convention-2013/hotels/,0,106,0%,41.23
https://nationalactionnetwork.net/newnews/nan-newark-tech-world-to-host-a-panel-discussion-with-the-juvenile-justice-commission-featuring-elected-officials-criminal-justice-leaders-and-re-entry-experts/,0,105,0%,22.9
https://nationalactionnetwork.net/newnews/rev-al-sharpton-slams-bill-ackman-claims-that-harvard-president-only-has-her-job-because-of-dei/,0,105,0%,43.9
https://nationalactionnetwork.net/press/reverend-dr-al-sharpton-to-be-honored-with-prestigious-humanitarian-award-at-bet-awards-12/,0,105,0%,53.9
https://nationalactionnetwork.net/mow/faq/,0,104,0%,27.57
https://nationalactionnetwork.net/new/events/national-action-network-nyc-candidate-forum-series-mayoral-candidate-forum/,0,102,0%,24.74
https://nationalactionnetwork.net/newnews/detroit-join-rev-charles-williams-ii-rabbi-dorit-edut-imam-mikail-stewart-saadiq-and-nan-michigan-to-unite-and-pray-for-peace-at-martin-luther-king-jr-park/,0,100,0%,23.53
https://nationalactionnetwork.net/newnews/statement-by-rev-al-sharpton-on-the-60th-anniversary-of-the-signing-of-the-civil-rights-act-of-1964/,0,99,0%,29.26
https://nationalactionnetwork.net/uncategorized/69782/,0,98,0%,33.43
https://nationalactionnetwork.net/nan-mlk-day-2019/,0,98,0%,43.06
https://nationalactionnetwork.net/newnews/icymi-rev-sharpton-appears-on-the-late-show-with-stephen-colbert-to-talk-desantis-loudmouth/,0,97,0%,30.68
https://nationalactionnetwork.net/featured/newly-elected-new-york-city-council-speaker-corey-johnson-to-appear-at-nans-house-of-justice-saturday-to-thank-the-community-rev-al-sharpton/,0,97,0%,67.47
https://nationalactionnetwork.net/newnews/statement-from-rev-al-sharpton-following-reports-of-inhumane-conditions-in-rapper-asap-rockys-swedish-jail-cell/,0,95,0%,63.68
https://nationalactionnetwork.net/rev/invite-a-muslim-to-thanksgiving-dinner/,0,93,0%,43.88
https://nationalactionnetwork.net/newnews/reverend-al-sharpton-to-host-politicsnation-on-msnbc/,0,92,0%,38.99
https://nationalactionnetwork.net/mom/videos/page/14/,0,91,0%,30.98
https://nationalactionnetwork.net/newnews/richmond-chapter-updates/,0,91,0%,32.93
https://nationalactionnetwork.net/newnews/today-at-nan-house-of-justice-rev-sharpton-to-condemn-vp-elect-jd-vances-glorification-of-daniel-penny-after-his-acquittal-for-murdering-jordan-neely/,0,90,0%,33.56
https://nationalactionnetwork.net/featured/the-family-of-denise-gay-rev-al-sharpton/,0,90,0%,54.42
https://nationalactionnetwork.net/newnews/on-third-anniversary-of-george-floyds-murder-civil-rights-coalition-puts-a-spotlight-on-the-state-of-corporate-dei-pledges/,0,89,0%,11.81
https://nationalactionnetwork.net/newnews/nan-honors-the-anniversary-of-trayvon-martins-unjust-death/,0,89,0%,12.34
https://nationalactionnetwork.net/mom/videos/page/231/,0,89,0%,12.57
https://nationalactionnetwork.net/capitol/when-injustice-is-served/,0,89,0%,33.42
http://nationalactionnetwork.net/wp-content/uploads/2017/01/NAN-Smart-Community-organization.pdf,0,88,0%,23.17
https://nationalactionnetwork.net/chapter/time-to-celebrate-nans-women-of-the-movement-commissioner-sheila-tyson/,0,88,0%,23.35
https://nationalactionnetwork.net/locations/the-greater-abyssinia-baptist-church/,0,87,0%,20.77
https://nationalactionnetwork.net/newnews/rev-al-sharpton-national-action-network-to-hold-mlk-day-events-in-wasington-nyc-as-nation-marks-60th-anniversary-of-civil-rights-act/,0,87,0%,30.31
https://nationalactionnetwork.net/chapter/philly-nan-members-december-2021-newsletter/,0,85,0%,12.4
https://nationalactionnetwork.net/chapter/april-report-2017-nan-community-development-projects/,0,84,0%,6.05
https://nationalactionnetwork.net/newnews/nan-board-member-dr-w-franklyn-richardson-releases-book-witness-to-grace/,0,84,0%,9.99
https://nationalactionnetwork.net/newnews/rev-al-sharpton-in-atlanta-this-tuesday-to-galvanize-fight-against-right-wing-legal-activists-campaign-to-end-affirmative-action/,0,83,0%,18.8
https://nationalactionnetwork.net/newnews/president-joe-biden-to-deliver-opening-remarks-at-nans-national-virtual-convention/,0,83,0%,25.93
https://nationalactionnetwork.net/featured/tv-one-celebrates-an-evening-of-excellence-with-the-2015-national-action-network-triumph-awards-hosted-by-tichina-arnold-on-october-3-2015-at-8pmet/,0,82,0%,30.9
https://nationalactionnetwork.net/newnews/louisville-ky-chapter-loudmouth-movie-night-panel-discussion/,0,82,0%,61.11
https://nationalactionnetwork.net/newnews/audio-cherelle-griner-wife-of-wnba-star-brittney-griner-appears-on-keepin-it-realwith-rev-al-sharpton/,0,82,0%,62.2
https://nationalactionnetwork.net/newnews/save-the-date-rev-al-sharpton-nan-to-celebrate-christmas-with-annual-community-dinner-and-toy-giveaway-at-house-of-justice/,0,81,0%,17.74
https://nationalactionnetwork.net/newnews/rev-al-sharpton-condemns-social-media-post-by-president-trump-about-former-president-barack-obamas-endorsement-of-joe-biden/,0,80,0%,21.95
https://nationalactionnetwork.net/press/national-action-networks-national-executive-director-tamika-d-mallory-to-join-grammy-award-winning-rb-star-keri-hilson-smokey-fontaine-interactive-one-al-thompson-filmtv-actor-siddiq-bell/,0,80,0%,52.14
https://nationalactionnetwork.net/newnews/ebonie-riley-senior-vice-president-of-policy-and-strategic-partnerships-for-nationalactionnetwork-works-to-promote-and-advocate-for-a-modern-equitable-civil-rights-agenda-through-the-lens-of-the-sp/,0,79,0%,4.63
https://nationalactionnetwork.net/newnews/rev-al-sharpton-recounts-contributions-of-little-richard-and-andre-harrell-to-music/,0,79,0%,14.13
https://nationalactionnetwork.net/newnews/rev-sharpton-and-nan-rally-to-join-tallahassee-protest-against-desantis-latest-attempts-to-erase-black-history-from-florida-classrooms-2/,0,78,0%,49.83
https://nationalactionnetwork.net/featured/nan-year-in-review-2/,0,77,0%,13.86
https://nationalactionnetwork.net/nans-11th-annual-triumph-awards/,0,77,0%,21.32
https://nationalactionnetwork.net/newnews/rev-al-sharpton-to-convene-attorney-ben-crump-led-panel-turning-grief-to-action-at-2024-nan-convention-on-the-continued-fight-for-social-justice-and-police-accountability/,0,77,0%,27.91
https://nationalactionnetwork.net/newnews/as-hip-hop-turns-50-rev-al-sharpton-brings-together-legends-eric-b-maino-dres-for-panel-hosted-by-al-b-sure-and-hip-hop-museum-chair-ruben-diaz-jr/,0,77,0%,41.17
https://nationalactionnetwork.net/rev/acorn/,0,76,0%,15.41
https://nationalactionnetwork.net/newnews/take-action-philly-nan-members-february-2022-newsletter/,0,76,0%,19.41
https://nationalactionnetwork.net/featured/2015-triumph-awards-recap/,0,76,0%,20.92
https://nationalactionnetwork.net/triumph-awards/,0,75,0%,9.92
https://nationalactionnetwork.net/newnews/sending-thoughts-prayers-and-support-to-losangeles-as-the-community-navigates-these-challenging-times-may-mayor-karen-bass-and-everyone-affected-find-strength-peace-and-unity/,0,75,0%,24.07
https://nationalactionnetwork.net/nans-virtual-convention/looking-back-at-nans-2021-virtual-convention/,0,75,0%,29.12
https://nationalactionnetwork.net/featured/national-action-network-nan-annual-ny-king-day-public-policy-forum-to-be-addressed-by-governor-andrew-cuomo-nyc-mayor-bill-de-blasio-senator-kirsten-gillibrand-a-g-eric-schneiderman-nyc-comptro/,0,75,0%,73.09
https://nationalactionnetwork.net/martin-luther-king-day-2019/,0,73,0%,16.18
https://nationalactionnetwork.net/newnews/friday-rev-al-sharpton-to-deliver-eulogy-for-jordan-neely-in-harlem-as-nyc-continues-to-grapple-with-his-killing-on-subway/,0,73,0%,35.71
https://nationalactionnetwork.net/media/photos/nggallery/main-album/action-authority-recetion/thumbnails,0,72,0%,6.86
https://nationalactionnetwork.net/newnews/national-action-network-nan-to-co-sponsor-water-delivery-to-jackson-mississippi-amid-ongoing-water-crisis/,0,72,0%,24.35
https://nationalactionnetwork.net/newnews/mon-black-religious-civil-rights-leaders-to-hold-a-press-conference-with-jewish-allies-at-nan-to-denounce-anti-semitism-in-the-wake-of-five-hasidic-jews-stabbed-at-new-york-hanukkah-celebration/,0,72,0%,29.07
https://nationalactionnetwork.net/rev/the-execution-of-troy-davis-was-a-miscarriage-of-justice-and-the-world-watched-it-play-out/,0,72,0%,42.93
https://nationalactionnetwork.net/newnews/in-last-week-before-nation-defining-election-rev-al-sharpton-to-make-final-push-to-activate-black-voters-in-arizona-nevada/,0,71,0%,17.76
https://nationalactionnetwork.net/newnews/rev-al-sharpton-to-deliver-eulogy-at-funeral-of-pamela-turner-who-was-killed-by-police-in-texas-this-month/,0,71,0%,65.56
https://nationalactionnetwork.net/handsupvote/,0,70,0%,10.03
https://nationalactionnetwork.net/newnews/64350/,0,70,0%,22.93
https://nationalactionnetwork.net/chapter/orlando-citizens-police-review-board-rejects-exoneration-of-opd-officer/,0,70,0%,32.43
https://nationalactionnetwork.net/newnews/wednesday-prominent-chicago-clergy-to-join-rev-al-sharpton-to-announce-support-for-voting-rights-legislation-and-august-28th-march-on-washington-2/,0,69,0%,13.16
https://nationalactionnetwork.net/newnews/house-judiciary-subcommittee-to-hold-hearing-on-h-r-40-legislation-to-study-slavery-reparations/,0,69,0%,47.41
https://nationalactionnetwork.net/newnews/__trashed-2/,0,69,0%,50.52
https://nationalactionnetwork.net/newnews/rev-jesse-jackson-sr-brings-his-latest-book-keeping-hope-alive-to-the-house-of-justice/,0,69,0%,52.36
